PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
42.0,78.0,2.0,16.0,300.0,101.0,21.3,1008.7,-10.4,0.0,2.4
40.0,84.0,2.0,16.0,300.0,101.0,21.3,1008.8,-11.6,0.0,1.6
80.0,331.0,15.0,49.0,1300.0,76.0,18.5,1009.0,5.3,0.0,4.3
107.0,192.0,16.0,52.0,1400.0,60.0,16.3,1009.6,6.4,0.0,4.4
93.0,174.0,12.0,43.0,1100.0,57.0,15.1,1010.9,6.6,0.0,3.7
90.0,154.0,15.0,44.0,1000.0,49.0,14.4,1011.5,6.7,0.0,3.0
86.0,141.0,15.0,48.0,1000.0,38.0,13.6,1011.9,6.2,0.0,2.4
85.0,130.0,14.0,50.0,1000.0,31.0,12.7,1012.5,6.5,0.0,1.8
84.0,122.0,12.0,55.0,1000.0,21.0,11.4,1012.6,6.1,0.0,0.9
88.0,122.0,10.0,54.0,1000.0,17.0,9.4,1012.5,6.3,0.0,0.0
83.0,115.0,9.0,69.0,1000.0,3.0,8.3,1012.3,5.9,0.0,0.7
84.0,114.0,8.0,70.0,1100.0,2.0,7.7,1012.0,5.8,0.0,0.8
83.0,114.0,6.0,66.0,1100.0,2.0,7.2,1011.6,5.5,0.0,1.2
80.0,121.0,6.0,66.0,1100.0,2.0,6.5,1011.7,5.1,0.0,0.5
89.0,152.0,8.0,75.0,1300.0,2.0,6.7,1012.1,5.6,0.0,1.0
99.0,169.0,9.0,70.0,1400.0,5.0,9.6,1012.9,7.4,0.0,0.5
98.0,151.0,11.0,73.0,1300.0,13.0,12.7,1013.3,5.8,0.0,1.8
87.0,87.0,6.0,51.0,800.0,36.0,15.9,1013.0,4.0,0.0,1.1
52.0,52.0,6.0,47.0,700.0,55.0,18.7,1012.7,-0.7,0.0,0.9
37.0,37.0,2.0,26.0,500.0,74.0,19.9,1011.9,-7.5,0.0,1.6
40.0,58.0,3.0,38.0,600.0,73.0,20.5,1010.7,-8.9,0.0,2.7
45.0,45.0,4.0,32.0,500.0,84.0,21.0,1009.4,-8.5,0.0,4.0
30.0,46.0,3.0,18.0,400.0,112.0,21.7,1008.7,-8.0,0.0,3.5
36.0,61.0,3.0,16.0,500.0,118.0,22.1,1007.7,-6.7,0.0,5.0
40.0,73.0,3.0,16.0,500.0,119.0,21.8,1007.0,-5.2,0.0,4.9
58.0,104.0,5.0,20.0,600.0,126.0,21.1,1006.5,-2.1,0.0,4.9
65.0,105.0,6.0,21.0,600.0,133.0,20.2,1006.5,-2.8,0.0,4.9
79.0,148.0,20.0,29.0,800.0,128.0,19.0,1006.6,-0.4,0.0,4.7
116.0,222.0,35.0,36.0,1300.0,132.0,18.4,1007.4,6.6,0.0,6.1
141.0,207.0,29.0,41.0,1600.0,111.0,17.8,1008.1,6.3,0.0,4.1
96.0,127.0,22.0,34.0,1100.0,98.0,17.5,1007.8,5.4,0.0,4.7
87.0,127.0,20.0,39.0,1000.0,79.0,17.2,1007.3,4.8,0.0,5.7
79.0,109.0,20.0,42.0,800.0,69.0,16.5,1007.1,3.9,0.0,5.2
65.0,98.0,20.0,35.0,700.0,69.0,16.3,1006.8,3.4,0.0,4.5
57.0,95.0,20.0,34.0,600.0,54.0,15.5,1006.3,3.0,0.0,3.5
56.0,100.0,20.0,40.0,600.0,39.0,14.3,1005.9,3.4,0.0,1.5
58.0,101.0,17.0,40.0,500.0,48.0,12.8,1005.7,3.7,0.0,1.4
63.0,100.0,15.0,50.0,800.0,36.0,10.5,1005.1,4.0,0.0,0.7
62.0,121.0,14.0,65.0,800.0,21.0,11.0,1005.4,4.7,0.0,1.8
64.0,141.0,14.0,72.0,1000.0,17.0,12.6,1006.0,5.7,0.0,0.9
106.0,134.0,15.0,70.0,1100.0,32.0,15.5,1006.0,5.1,0.0,1.3
117.0,153.0,15.0,69.0,1200.0,51.0,18.4,1005.9,5.6,0.0,0.9
118.0,161.0,16.0,89.0,1400.0,46.0,20.9,1005.5,4.9,0.0,1.6
123.0,166.0,19.0,94.0,1300.0,54.0,22.8,1004.6,3.3,0.0,2.0
114.0,120.0,17.0,64.0,900.0,95.0,24.7,1003.4,1.5,0.0,2.4
80.0,80.0,12.0,27.0,600.0,119.0,26.5,1002.3,-0.6,0.0,2.5
45.0,47.0,8.0,16.0,400.0,116.0,25.7,1002.0,-2.9,0.0,2.2
39.0,238.0,4.0,19.0,400.0,91.0,24.5,1002.8,-0.7,0.0,3.9
49.0,230.0,4.0,27.0,400.0,77.0,25.3,1002.5,-3.2,0.0,1.4
72.0,401.0,3.0,13.0,300.0,98.0,25.3,1003.8,-5.1,0.0,4.6
37.0,190.0,2.0,12.0,300.0,99.0,24.2,1005.2,-8.2,0.0,3.4
24.0,114.0,2.0,16.0,300.0,97.0,22.6,1007.0,-6.3,0.0,3.7
26.0,99.0,3.0,20.0,400.0,84.0,21.1,1008.6,-5.7,0.0,1.6
24.0,92.0,3.0,30.0,400.0,72.0,19.9,1010.3,-5.2,0.0,1.8
17.0,40.0,3.0,42.0,400.0,58.0,15.7,1011.6,-3.3,0.0,0.6
23.0,40.0,4.0,69.0,600.0,29.0,13.6,1012.6,-0.8,0.0,1.1
28.0,39.0,4.0,79.0,800.0,20.0,12.0,1013.6,-0.2,0.0,0.3
32.0,45.0,4.0,95.0,900.0,4.0,13.6,1013.8,0.9,0.0,1.5
60.0,124.0,16.0,78.0,1200.0,29.0,13.3,1013.9,3.1,0.0,1.1
61.0,66.0,13.0,82.0,1200.0,26.0,10.5,1014.0,3.1,0.0,0.1
59.0,75.0,14.0,82.0,1200.0,22.0,9.1,1014.4,4.1,0.0,1.5
66.0,68.0,13.0,81.0,1200.0,21.0,8.5,1014.4,3.9,0.0,0.2
65.0,74.0,13.0,97.0,1300.0,9.0,8.2,1014.9,4.4,0.0,0.5
59.0,78.0,12.0,94.0,1400.0,10.0,12.6,1015.2,5.0,0.0,1.4
66.0,66.0,10.0,83.0,1300.0,21.0,15.8,1015.6,6.0,0.0,1.5
53.0,53.0,9.0,72.0,900.0,36.0,18.4,1015.5,5.2,0.0,1.2
47.0,47.0,7.0,50.0,600.0,62.0,21.4,1015.3,-3.2,0.0,2.9
36.0,43.0,8.0,24.0,600.0,92.0,23.1,1014.4,-2.5,0.0,4.5
32.0,32.0,7.0,16.0,500.0,108.0,23.9,1013.3,-3.5,0.0,4.3
26.0,26.0,6.0,13.0,500.0,119.0,24.8,1012.4,-1.9,0.0,3.3
33.0,52.0,8.0,14.0,500.0,128.0,24.8,1011.4,-0.4,0.0,5.1
44.0,64.0,8.0,17.0,500.0,134.0,25.2,1010.6,-0.1,0.0,5.0
44.0,62.0,8.0,17.0,500.0,142.0,25.0,1010.1,0.5,0.0,5.2
40.0,64.0,8.0,18.0,500.0,138.0,24.8,1009.6,-0.4,0.0,4.7
45.0,79.0,11.0,22.0,500.0,137.0,23.7,1009.2,0.1,0.0,6.2
49.0,76.0,14.0,26.0,600.0,131.0,22.8,1009.1,1.2,0.0,5.7
44.0,71.0,18.0,29.0,600.0,112.0,22.4,1009.7,1.4,0.0,5.4
39.0,66.0,16.0,32.0,600.0,97.0,21.9,1010.0,2.0,0.0,5.3
47.0,64.0,15.0,34.0,500.0,89.0,21.3,1009.8,2.5,0.0,3.8
44.0,64.0,15.0,34.0,500.0,83.0,20.5,1009.3,3.2,0.0,2.3
49.0,71.0,18.0,36.0,600.0,76.0,19.8,1009.1,3.5,0.0,1.7
50.0,75.0,21.0,39.0,600.0,64.0,18.4,1008.8,4.2,0.0,1.5
58.0,79.0,26.0,41.0,600.0,45.0,16.4,1008.4,5.0,0.0,0.7
63.0,81.0,29.0,48.0,600.0,30.0,13.9,1007.9,5.8,0.0,0.5
69.0,89.0,32.0,50.0,500.0,36.0,13.0,1007.5,5.9,0.0,0.5
69.0,80.0,30.0,60.0,700.0,24.0,12.6,1007.7,6.4,0.0,1.0
70.0,91.0,17.0,91.0,900.0,4.0,13.4,1008.8,5.5,0.0,1.4
74.0,102.0,19.0,86.0,1000.0,3.0,14.2,1008.6,5.8,0.0,1.3
86.0,115.0,22.0,88.0,1200.0,7.0,15.3,1010.0,6.0,0.0,1.9
103.0,112.0,31.0,76.0,1200.0,25.0,18.6,1010.2,5.8,0.0,2.3
98.0,98.0,28.0,76.0,1100.0,37.0,19.7,1009.8,6.1,0.0,0.8
92.0,92.0,25.0,84.0,1200.0,38.0,20.5,1009.9,4.9,0.0,1.2
96.0,96.0,22.0,92.0,1300.0,41.0,21.4,1009.7,5.7,0.0,1.4
81.0,81.0,17.0,72.0,1000.0,68.0,24.2,1009.2,4.5,0.0,1.7
92.0,92.0,18.0,80.0,1000.0,79.0,26.6,1009.3,3.1,0.0,1.2
81.0,83.0,14.0,73.0,900.0,96.0,27.2,1009.0,3.0,0.0,2.0
58.0,63.0,9.0,48.0,600.0,109.0,28.5,1009.1,0.2,0.0,2.3
50.0,50.0,2.0,12.0,300.0,103.0,27.8,1010.0,-13.1,0.0,4.5
30.0,53.0,2.0,15.0,300.0,94.0,26.8,1010.8,-13.8,0.0,4.0
29.0,56.0,2.0,21.0,300.0,84.0,25.3,1012.1,-17.1,0.0,3.3
23.0,60.0,2.0,29.0,400.0,74.0,23.8,1013.8,-16.0,0.0,2.0
22.0,68.0,2.0,29.0,400.0,72.0,20.8,1015.7,-12.0,0.0,1.3
26.0,70.0,2.0,62.0,500.0,41.0,16.6,1017.2,-10.2,0.0,0.9
23.0,57.0,4.0,66.0,500.0,34.0,16.3,1017.8,-7.4,0.0,1.4
33.0,149.0,7.0,71.0,500.0,30.0,15.2,1018.7,3.3,0.0,1.0
72.0,197.0,20.0,62.0,1000.0,43.0,13.0,1018.8,5.4,0.0,0.5
68.0,130.0,16.0,70.0,1000.0,28.0,11.5,1018.8,6.0,0.0,0.6
54.0,103.0,12.0,53.0,700.0,43.0,10.5,1018.7,5.3,0.0,0.1
58.0,120.0,11.0,67.0,800.0,25.0,9.7,1018.9,5.1,0.0,0.5
54.0,103.0,11.0,73.0,800.0,18.0,8.9,1019.0,4.9,0.0,0.4
56.0,111.0,11.0,88.0,900.0,8.0,8.9,1019.2,4.7,0.0,0.2
62.0,130.0,16.0,84.0,1000.0,16.0,13.2,1019.5,7.0,0.0,0.8
70.0,107.0,16.0,72.0,900.0,33.0,18.2,1019.6,0.8,0.0,3.0
65.0,110.0,13.0,38.0,700.0,69.0,19.6,1019.4,-1.5,0.0,3.8
61.0,120.0,10.0,28.0,700.0,86.0,21.4,1018.8,-2.5,0.0,3.8
66.0,100.0,10.0,23.0,600.0,99.0,22.7,1018.0,-2.9,0.0,3.3
56.0,68.0,8.0,18.0,500.0,109.0,23.9,1016.9,-1.9,0.0,2.8
49.0,64.0,8.0,17.0,500.0,120.0,24.9,1015.7,-2.7,0.0,2.9
56.0,81.0,8.0,18.0,500.0,131.0,25.6,1014.6,-3.0,0.0,3.5
61.0,5.0,9.0,20.0,500.0,136.0,26.0,1013.5,-1.0,0.0,4.1
61.0,86.0,8.0,20.0,500.0,134.0,26.0,1012.7,-1.0,0.0,4.4
26.0,171.0,8.0,20.0,500.0,135.0,25.5,1012.1,-0.6,0.0,4.3
37.0,170.0,9.0,27.0,600.0,139.0,24.6,1011.8,0.8,0.0,4.6
48.0,188.0,11.0,39.0,700.0,129.0,23.5,1011.9,1.7,0.0,4.4
48.0,163.0,11.0,43.0,700.0,108.0,22.5,1012.3,1.5,0.0,3.3
51.0,170.0,12.0,41.0,700.0,106.0,21.5,1012.9,2.2,0.0,2.8
50.0,176.0,12.0,42.0,700.0,97.0,20.8,1012.9,3.0,0.0,3.2
56.0,160.0,12.0,52.0,800.0,75.0,19.6,1013.0,3.3,0.0,1.8
62.0,159.0,13.0,57.0,800.0,61.0,16.6,1013.3,4.0,0.0,0.1
62.0,148.0,11.0,68.0,900.0,40.0,14.1,1013.0,4.9,0.0,0.5
74.0,180.0,12.0,115.0,1200.0,3.0,13.2,1012.8,5.6,0.0,0.5
82.0,204.0,14.0,124.0,1100.0,3.0,11.9,1012.5,5.3,0.0,0.3
90.0,204.0,19.0,124.0,1000.0,4.0,11.1,1012.6,5.6,0.0,0.5
82.0,187.0,23.0,111.0,1000.0,4.0,10.2,1012.6,5.4,0.0,1.2
80.0,168.0,19.0,108.0,1100.0,6.0,10.3,1012.6,4.6,0.0,0.6
80.0,180.0,18.0,106.0,1300.0,11.0,15.2,1012.6,5.9,0.0,0.0
80.0,179.0,17.0,106.0,1100.0,22.0,18.1,1012.9,3.2,0.0,1.8
70.0,152.0,14.0,92.0,900.0,40.0,21.4,1012.7,3.6,0.0,1.0
74.0,161.0,14.0,101.0,1000.0,50.0,23.4,1012.6,2.8,0.0,1.2
83.0,167.0,14.0,113.0,1100.0,67.0,25.4,1011.7,2.1,0.0,2.2
97.0,202.0,15.0,115.0,1100.0,100.0,27.4,1010.8,3.1,0.0,1.8
93.0,187.0,18.0,91.0,900.0,137.0,29.5,1009.7,2.7,0.0,2.5
86.0,153.0,15.0,51.0,700.0,172.0,30.8,1008.6,1.2,0.0,3.0
61.0,116.0,12.0,26.0,500.0,180.0,31.9,1007.3,1.1,0.0,3.0
38.0,92.0,10.0,18.0,500.0,174.0,31.2,1006.5,0.5,0.0,3.6
36.0,111.0,14.0,21.0,500.0,173.0,30.8,1006.0,0.2,0.0,5.2
48.0,131.0,23.0,25.0,600.0,171.0,29.9,1005.9,3.0,0.0,5.3
61.0,146.0,36.0,33.0,700.0,173.0,28.7,1006.1,4.2,0.0,5.4
82.0,181.0,44.0,42.0,800.0,169.0,27.6,1006.6,8.0,0.0,4.7
94.0,208.0,41.0,43.0,1100.0,165.0,26.9,1006.9,9.7,0.0,5.6
99.0,187.0,39.0,34.0,1400.0,162.0,26.1,1006.8,9.9,0.0,4.8
91.0,175.0,37.0,31.0,1200.0,142.0,25.2,1006.8,10.3,0.0,5.4
89.0,170.0,34.0,36.0,1000.0,117.0,24.0,1006.7,11.3,0.0,3.5
86.0,165.0,32.0,38.0,900.0,102.0,22.9,1006.4,11.9,0.0,2.6
100.0,172.0,33.0,36.0,900.0,92.0,20.9,1006.1,12.1,0.0,1.9
106.0,175.0,30.0,38.0,900.0,80.0,20.4,1006.4,12.4,0.0,1.4
109.0,176.0,29.0,50.0,900.0,56.0,16.9,1006.3,12.2,0.0,0.2
118.0,177.0,26.0,72.0,1000.0,28.0,15.4,1006.5,12.2,0.0,1.4
120.0,183.0,23.0,94.0,1300.0,8.0,14.7,1007.1,11.7,0.0,0.1
119.0,207.0,23.0,108.0,1500.0,9.0,17.7,1007.7,11.0,0.0,0.7
115.0,222.0,26.0,107.0,1500.0,23.0,20.3,1008.0,11.8,0.0,0.8
131.0,216.0,27.0,108.0,1500.0,41.0,22.7,1007.9,12.0,0.0,0.8
142.0,237.0,27.0,121.0,1500.0,52.0,24.9,1007.7,13.4,0.0,1.7
168.0,233.0,30.0,96.0,1400.0,94.0,27.0,1007.1,12.2,0.0,1.9
158.0,238.0,39.0,60.0,1200.0,159.0,28.3,1006.2,11.8,0.0,2.5
142.0,197.0,40.0,34.0,1100.0,205.0,29.0,1005.3,12.0,0.0,3.3
122.0,177.0,34.0,26.0,1000.0,215.0,30.1,1004.4,12.1,0.0,3.2
110.0,159.0,31.0,24.0,900.0,232.0,31.0,1003.1,8.7,0.0,3.1
102.0,172.0,31.0,23.0,900.0,215.0,30.5,1002.4,8.2,0.0,4.6
86.0,170.0,41.0,22.0,1000.0,210.0,30.1,1002.0,9.6,0.0,4.0
78.0,162.0,44.0,22.0,1000.0,213.0,29.1,1002.1,9.2,0.0,4.2
75.0,173.0,28.0,26.0,800.0,191.0,28.2,1002.5,11.3,0.0,5.4
69.0,190.0,20.0,25.0,700.0,166.0,27.2,1003.1,11.2,0.0,3.7
53.0,196.0,16.0,24.0,500.0,136.0,26.0,1003.6,9.3,0.0,4.4
49.0,166.0,18.0,24.0,500.0,119.0,24.9,1003.8,9.6,0.0,4.5
47.0,140.0,19.0,28.0,500.0,106.0,24.1,1003.3,9.7,0.0,3.1
49.0,124.0,14.0,34.0,500.0,94.0,23.0,1003.2,10.4,0.0,2.9
48.0,113.0,12.0,34.0,600.0,84.0,22.0,1002.5,11.7,0.0,2.0
59.0,115.0,8.0,36.0,600.0,60.0,21.3,1002.3,11.9,0.0,2.1
69.0,114.0,11.0,33.0,600.0,56.0,20.8,1002.4,12.2,0.0,1.5
73.0,113.0,12.0,36.0,500.0,76.0,20.3,1002.0,12.3,0.0,1.5
79.0,116.0,12.0,40.0,800.0,70.0,18.5,1002.1,11.8,0.0,1.3
81.0,121.0,14.0,46.0,1000.0,67.0,17.2,1002.2,11.9,0.0,1.5
86.0,125.0,17.0,54.0,1100.0,58.0,18.8,1002.5,12.3,0.0,1.0
90.0,147.0,18.0,78.0,1200.0,42.0,20.6,1002.5,12.0,0.0,1.7
101.0,169.0,18.0,81.0,1200.0,49.0,22.0,1002.8,12.0,0.0,0.8
114.0,169.0,18.0,76.0,1200.0,67.0,22.9,1002.6,12.5,0.0,1.7
130.0,172.0,25.0,58.0,1300.0,102.0,25.1,1001.8,13.9,0.0,1.8
125.0,180.0,26.0,41.0,1100.0,141.0,26.0,1000.9,14.1,0.0,1.6
125.0,170.0,28.0,34.0,1100.0,174.0,26.5,1000.0,13.6,0.0,2.4
116.0,170.0,26.0,31.0,1000.0,191.0,26.5,999.2,13.6,0.0,2.4
122.0,168.0,25.0,32.0,1100.0,206.0,26.7,998.0,13.8,0.0,2.6
112.0,179.0,28.0,31.0,1100.0,205.0,27.5,996.7,12.7,0.0,4.4
97.0,164.0,25.0,27.0,1000.0,202.0,27.0,998.3,12.6,0.0,4.2
105.0,166.0,14.0,40.0,1000.0,147.0,21.5,999.5,16.5,3.5,2.9
44.0,44.0,5.0,48.0,800.0,93.0,21.5,998.6,15.6,0.2,1.6
57.0,80.0,4.0,99.0,1200.0,36.0,20.3,999.5,15.9,0.0,1.2
86.0,113.0,5.0,84.0,1000.0,43.0,19.5,1000.6,13.7,0.0,1.2
56.0,59.0,2.0,55.0,700.0,67.0,18.0,1001.3,13.5,0.0,1.4
49.0,57.0,2.0,54.0,700.0,65.0,17.3,1001.5,13.6,0.0,1.0
56.0,64.0,2.0,60.0,700.0,47.0,17.0,1002.0,12.5,0.0,1.8
55.0,60.0,3.0,58.0,700.0,50.0,17.3,1002.3,11.3,0.0,3.5
30.0,34.0,5.0,31.0,600.0,79.0,17.0,1002.1,11.5,0.0,1.9
29.0,38.0,6.0,31.0,700.0,77.0,17.1,1002.5,11.4,0.0,1.3
34.0,43.0,9.0,34.0,800.0,70.0,17.0,1003.1,11.3,0.0,1.6
30.0,46.0,8.0,36.0,700.0,62.0,16.7,1003.8,11.4,0.0,1.5
37.0,58.0,7.0,41.0,600.0,52.0,17.2,1004.7,11.7,0.0,2.0
39.0,62.0,5.0,49.0,700.0,45.0,17.5,1005.9,12.2,0.0,1.4
43.0,64.0,7.0,60.0,900.0,37.0,18.8,1006.6,12.1,0.0,1.1
39.0,68.0,13.0,49.0,1000.0,63.0,19.8,1007.4,11.3,0.0,1.9
41.0,71.0,13.0,39.0,900.0,80.0,21.6,1008.1,11.3,0.0,1.6
45.0,61.0,13.0,34.0,800.0,99.0,22.1,1008.3,10.9,0.0,2.2
47.0,61.0,11.0,33.0,700.0,102.0,21.1,1008.4,11.7,0.0,2.5
40.0,70.0,9.0,36.0,700.0,92.0,22.9,1008.3,10.7,0.0,1.7
49.0,66.0,9.0,34.0,600.0,107.0,23.4,1008.0,10.4,0.0,1.3
55.0,65.0,8.0,33.0,600.0,123.0,24.2,1007.5,10.8,0.0,1.3
55.0,64.0,8.0,31.0,600.0,138.0,24.5,1006.8,10.7,0.0,1.7
53.0,76.0,7.0,33.0,600.0,135.0,24.6,1006.8,10.1,0.0,1.3
56.0,78.0,7.0,37.0,700.0,140.0,24.2,1006.8,9.7,0.0,0.6
38.0,72.0,7.0,33.0,700.0,146.0,23.0,1007.6,10.1,0.0,0.6
40.0,77.0,7.0,45.0,800.0,126.0,21.4,1008.3,10.5,0.0,1.0
52.0,101.0,8.0,65.0,1000.0,94.0,21.2,1009.0,10.7,0.0,1.1
59.0,105.0,11.0,75.0,1300.0,80.0,20.4,1009.4,12.4,0.0,1.8
88.0,134.0,16.0,74.0,1600.0,56.0,19.6,1010.0,12.6,0.0,1.4
109.0,109.0,22.0,62.0,1800.0,45.0,18.5,1010.6,12.5,0.0,1.2
112.0,112.0,24.0,57.0,1800.0,38.0,17.7,1010.6,12.2,0.0,1.1
121.0,121.0,24.0,61.0,2000.0,22.0,16.6,1010.6,12.3,0.0,0.7
116.0,116.0,22.0,67.0,1500.0,9.0,15.3,1010.6,12.4,0.0,1.2
118.0,118.0,22.0,69.0,1600.0,9.0,14.6,1010.3,12.5,0.0,1.4
124.0,124.0,21.0,72.0,2200.0,3.0,14.6,1010.3,12.3,0.0,0.9
122.0,122.0,20.0,72.0,2300.0,2.0,13.9,1010.7,12.3,0.0,0.6
123.0,123.0,24.0,69.0,2300.0,10.0,16.1,1011.0,13.6,0.0,1.0
129.0,140.0,24.0,67.0,2100.0,24.0,18.3,1011.2,12.7,0.0,0.8
136.0,139.0,20.0,68.0,1900.0,40.0,19.8,1011.0,12.5,0.0,0.9
143.0,147.0,20.0,72.0,2000.0,59.0,21.2,1010.7,13.4,0.0,1.3
152.0,152.0,20.0,80.0,1900.0,84.0,22.5,1010.4,13.0,0.0,1.1
133.0,136.0,20.0,57.0,1500.0,126.0,24.1,1009.3,13.0,0.0,2.4
121.0,121.0,17.0,36.0,1300.0,167.0,25.2,1008.3,13.1,0.0,2.5
114.0,121.0,17.0,28.0,1300.0,182.0,25.8,1007.4,13.6,0.0,2.9
119.0,123.0,16.0,23.0,1400.0,193.0,26.6,1006.5,13.3,0.0,3.2
114.0,139.0,17.0,25.0,1400.0,199.0,26.4,1005.9,13.5,0.0,3.1
115.0,145.0,17.0,24.0,1200.0,194.0,26.2,1005.6,14.0,0.0,3.1
109.0,137.0,17.0,25.0,1100.0,176.0,25.6,1005.5,13.4,0.0,2.4
126.0,162.0,18.0,28.0,1000.0,180.0,24.6,1005.6,13.8,0.0,2.2
125.0,150.0,16.0,35.0,1000.0,161.0,24.0,1006.0,14.1,0.0,2.3
119.0,147.0,16.0,41.0,1100.0,136.0,23.7,1006.7,13.8,0.0,3.2
110.0,129.0,13.0,42.0,1000.0,124.0,23.2,1006.6,13.9,0.0,2.7
109.0,116.0,12.0,42.0,1000.0,113.0,22.6,1006.6,13.9,0.0,2.9
103.0,107.0,10.0,42.0,1000.0,101.0,21.7,1006.8,13.8,0.0,2.2
97.0,101.0,9.0,34.0,1000.0,102.0,21.5,1006.8,13.9,0.0,2.3
99.0,101.0,15.0,29.0,1000.0,96.0,20.5,1006.8,13.9,0.0,1.1
107.0,111.0,14.0,45.0,1100.0,66.0,19.1,1007.1,13.9,0.0,1.1
106.0,108.0,12.0,40.0,1000.0,59.0,18.5,1007.3,13.8,0.0,1.0
107.0,107.0,13.0,44.0,1100.0,46.0,16.9,1007.2,13.8,0.0,1.1
111.0,114.0,12.0,54.0,1200.0,31.0,16.7,1007.7,13.8,0.0,0.9
118.0,118.0,12.0,58.0,1300.0,29.0,18.6,1008.0,14.1,0.0,1.4
125.0,125.0,17.0,54.0,1300.0,40.0,20.2,1008.5,14.6,0.0,1.1
140.0,155.0,18.0,83.0,1600.0,32.0,21.4,1008.5,14.8,0.0,1.1
156.0,178.0,21.0,84.0,1600.0,56.0,23.2,1008.6,15.0,0.0,1.2
175.0,192.0,26.0,75.0,1500.0,94.0,24.6,1008.3,15.2,0.0,2.1
156.0,160.0,33.0,37.0,1400.0,159.0,26.4,1007.4,15.1,0.0,1.9
110.0,115.0,23.0,24.0,1000.0,193.0,27.6,1006.8,13.2,0.0,3.5
91.0,103.0,22.0,21.0,800.0,203.0,28.3,1005.8,12.2,0.0,3.5
94.0,115.0,15.0,20.0,700.0,211.0,28.9,1004.7,11.9,0.0,3.5
75.0,110.0,13.0,19.0,700.0,209.0,29.3,1004.2,11.4,0.0,2.9
67.0,115.0,13.0,19.0,700.0,209.0,29.2,1003.7,11.3,0.0,2.3
64.0,112.0,11.0,23.0,600.0,198.0,28.7,1003.7,10.8,0.0,3.5
61.0,117.0,10.0,28.0,700.0,182.0,27.7,1003.9,10.8,0.0,2.2
75.0,137.0,11.0,37.0,800.0,166.0,26.9,1004.6,11.8,0.0,1.9
72.0,134.0,12.0,44.0,900.0,149.0,24.8,1005.4,13.4,0.0,3.2
142.0,224.0,30.0,78.0,1500.0,116.0,23.7,1005.3,13.6,0.0,2.9
181.0,244.0,39.0,69.0,1500.0,118.0,22.4,1005.5,14.0,0.0,2.1
183.0,236.0,35.0,78.0,1600.0,93.0,21.4,1005.8,14.1,0.0,1.9
207.0,241.0,36.0,82.0,1700.0,71.0,20.6,1005.6,14.0,0.0,1.3
206.0,230.0,30.0,91.0,1700.0,39.0,19.8,1004.8,13.9,0.0,1.5
219.0,234.0,29.0,80.0,1300.0,35.0,18.5,1004.6,14.0,0.0,1.5
223.0,224.0,29.0,77.0,1400.0,36.0,18.6,1004.3,13.2,0.0,0.9
204.0,204.0,28.0,70.0,1700.0,29.0,17.9,1004.0,13.2,0.0,0.7
184.0,184.0,24.0,74.0,1700.0,16.0,17.9,1004.4,13.0,0.0,1.7
184.0,184.0,26.0,73.0,1700.0,17.0,18.3,1004.6,13.2,0.0,1.4
193.0,193.0,31.0,70.0,1800.0,30.0,19.3,1004.7,13.5,0.0,2.4
191.0,201.0,28.0,73.0,1700.0,46.0,21.2,1004.6,14.4,0.0,1.3
203.0,211.0,27.0,80.0,1700.0,64.0,22.8,1004.7,14.6,0.0,0.9
192.0,200.0,25.0,61.0,1500.0,108.0,24.8,1004.1,15.1,0.0,1.5
174.0,174.0,21.0,52.0,1400.0,129.0,25.2,1003.5,14.9,0.0,2.4
191.0,191.0,16.0,53.0,1300.0,84.0,21.4,1004.2,12.8,0.0,6.9
82.0,96.0,4.0,16.0,600.0,74.0,19.0,1005.2,10.3,0.0,5.4
43.0,43.0,2.0,17.0,600.0,67.0,17.5,1005.3,10.4,0.0,5.2
38.0,38.0,2.0,20.0,600.0,66.0,16.9,1005.7,10.5,0.0,4.6
34.0,34.0,2.0,19.0,600.0,66.0,14.5,1005.7,12.5,3.5,3.5
28.0,28.0,2.0,22.0,600.0,64.0,14.8,1006.1,12.7,0.7,2.2
28.0,28.0,2.0,27.0,500.0,57.0,14.6,1006.9,12.3,0.7,2.4
36.0,36.0,2.0,35.0,600.0,45.0,14.4,1006.8,12.6,0.2,1.9
38.0,38.0,2.0,39.0,700.0,35.0,14.7,1007.5,13.1,0.6,1.5
39.0,39.0,2.0,32.0,700.0,45.0,14.6,1007.3,11.9,1.0,1.7
35.0,35.0,2.0,30.0,600.0,56.0,14.9,1007.3,11.5,0.0,0.9
38.0,38.0,2.0,33.0,600.0,50.0,14.3,1007.1,12.8,0.0,1.2
33.0,33.0,2.0,36.0,600.0,44.0,14.6,1006.7,12.5,0.0,1.1
33.0,33.0,2.0,45.0,600.0,29.0,14.5,1006.5,12.5,0.0,1.1
33.0,34.0,2.0,43.0,600.0,24.0,14.5,1006.4,12.4,0.0,1.0
36.0,36.0,2.0,38.0,500.0,31.0,14.1,1006.3,12.0,0.0,1.1
37.0,37.0,2.0,44.0,600.0,23.0,13.6,1006.2,11.8,0.0,0.8
37.0,39.0,2.0,37.0,500.0,27.0,13.5,1006.8,11.7,0.0,1.0
40.0,42.0,2.0,42.0,600.0,22.0,14.7,1007.1,12.0,0.0,1.2
39.0,55.0,2.0,44.0,600.0,24.0,16.5,1007.7,11.6,0.0,1.5
48.0,64.0,2.0,39.0,600.0,33.0,18.3,1007.7,10.4,0.0,2.0
